model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099633612,15,0.08,2,0,0,574.217262208,26.881624203,100,99.009716,0.251219276,0.045810737,0.031704762,20,0,0.701954349,3.152309158,25393.68023962,9931.013119287,""
ur10,6,2099633611,16,0.08,2,0,0,645.210692475,0.020360819,100,94.726962,0.274643704,0.077170368,0.077170368,1,0,0.779937411,3.404547501,21433.948972118,15656.292035165,""
ur10,6,2099633610,17,0.08,2,0,0,806.482191241,0.00001228,100,96.296847,0.245745987,0.06488247,0.06488247,8,0,0.404421713,3.247882791,35219.195332491,12425.936458643,""
ur10,6,2099633609,18,0.08,2,0,0,465.197202625,0.003134378,100,96.998062,0.224527625,0.102793194,0.102793194,0,0,0.489878351,2.744025441,28426.303965989,7479.706973259,""
ur10,6,2099633608,19,0.08,2,0,0,689.34960682,0.052727626,100,97.903488,0.465799772,0.165824983,0.165824983,0,0,0.343473321,2.440722675,64419.016645945,7519.388496153,""
ur10,6,2099586700,0,0.08,4,0,0,2308.206400513,0.00076954,100,95.402595,0.215963427,0.179933972,0.141629173,0,0,0.825893273,2.980202367,29168.293085853,15202.944598786,""
ur10,6,2099586703,1,0.08,4,1,0,2657.149738102,0.00000026,65,63.033855,0.231402081,0.11724546,0.047542631,14,0,0.381957593,3.451554091,15409.702812725,9694.194207838,""
ur10,6,2099586702,2,0.08,4,1,0,2406.99812637,0.000000906,89,88.368738,0.266465276,0.124082712,0.053483989,13,0,0.350289037,3.175950396,23972.862424674,6934.542927043,""
ur10,6,2099586737,3,0.08,4,0,0,1178.578418051,0.004837188,100,98.132304,0.215721883,0.088527318,0.088527318,0,0,0.982021138,3.026885367,6551.913293735,7192.757084319,""
ur10,6,2099586736,4,0.08,4,0,0,2806.047520539,0.28936999,100,92.383887,0.274635803,0.145738761,0.089101036,0,0,0.840921656,3.262924728,36800.671962707,5931.184103512,""
ur10,6,2099586739,5,0.08,4,0,0,2378.150456552,0.003880066,100,95.958868,0.360415112,0.206912106,0.200693454,0,0,1.153673598,3.785134958,16784.994808065,11406.859680938,""
ur10,6,2099586738,6,0.08,4,0,0,1761.920771241,0.000002738,100,98.439951,0.357317426,0.132183894,0.132183894,0,0,0.58237289,3.270466982,27649.685729773,12379.824173766,""
ur10,6,2099586741,7,0.08,4,1,0,1702.264367849,0.000000283,86,84.748439,0.215301072,0.06005317,-0.007145375,32,3,1.109041251,3.936995943,5182.081811853,15100.041296684,""
ur10,6,2099586740,8,0.08,4,0,0,1897.646379153,0.0489469,100,97.298859,0.34420488,0.042655473,0.042655473,18,0,0.754584052,2.906569829,49813.397126979,6969.508007492,""
ur10,6,2099586743,9,0.08,4,1,0,3691.696619686,0.000000202,72,72.065637,0.369339796,0.111523424,0.111523424,0,0,0.488630284,3.626583998,21186.427269838,13962.160357479,""
ur10,6,2099586742,10,0.08,4,0,0,2041.074310088,0.098813613,100,97.734448,0.209717674,0.040177728,-0.011864893,46,5,0.489405241,3.215221262,50894.289374638,8998.892958077,""
ur10,6,2099586745,11,0.08,4,1,0,2249.666698551,0.000000778,85,86.592242,0.253673644,0.132612892,0.114592928,0,0,0.559930594,3.444983749,9248.769279837,9816.939393299,""
ur10,6,2099586744,12,0.08,4,1,0,2152.912337341,0.000000493,85,80.525749,0.345258834,0.035153795,0.035153795,4,0,0.57987794,3.568420924,10968.514552679,15287.135043593,""
ur10,6,2099586747,13,0.08,4,0,0,2099.83785315,0.321231549,100,98.053554,0.201198934,0.020036307,0.020036307,8,0,0.380333008,3.398558978,73395.348352232,11783.772243963,""
ur10,6,2099586746,14,0.08,4,0,0,3245.965489706,0.034977502,100,99.586197,0.434972426,0.35874631,0.332603099,0,0,1.079936842,2.760791852,45059.625677157,7865.986124838,""
ur10,6,2099586749,15,0.08,4,0,0,2666.983261855,0.132755491,100,98.414193,0.346808743,0.115182413,0.044626425,26,0,0.309279864,3.210698409,24598.901646998,9193.604579067,""
ur10,6,2099586748,16,0.08,4,1,0,2103.934591999,0.000000686,89,80.83737,0.220410791,-0.021172946,-0.044972638,47,16,0.487204885,3.695175858,26910.398403219,14310.927416214,""
ur10,6,2099586751,17,0.08,4,0,0,2686.257004843,0.002580885,100,91.709281,0.335947507,0.190582039,0.136288975,0,0,0.782039835,3.263450364,17730.726232694,8366.083717696,""
ur10,6,2099586750,18,0.08,4,0,0,1426.56842893,8.453951268,100,99.774662,0.339093705,0.071347373,-0.063074185,37,6,1.095719092,3.207028732,22262.486025743,6716.860016019,""
ur10,6,2099586721,19,0.08,4,0,0,1540.489622036,0.059310549,100,97.475529,0.201545217,0.133677696,0.129075134,0,0,0.473568514,3.421086605,70524.39357657,12465.536457505,""
